category_tidy,county_l1,town_tidy,"Approach Roads, Streets & Lanes",Community – Your Planning and Involvement,Green Spaces and Landscaping,Nature and Biodiversity in your Locality,Residential Streets & Housing Areas,Streetscape & Public Places,Sustainability – Doing more with less,Tidiness and Litter Control,category_dummy_Large Urban Centre,category_dummy_Small Town,category_dummy_Village,2019.0,pred_linreg,pred_lasso,pred_ridge,pred_elasticnet,pred_treereg,pred_randforest,pred_bagging,pred_adaboost,pred_gradboost,pred_gradboost_dft
Village,Cork,Killeagh,0.7,0.65,0.76,0.5,0.68,0.74,0.28,0.6444444444444445,0,0,1,0.6085106382978723,0.61,0.61,0.61,0.62,0.58,0.6,0.6,0.6,0.6,0.6
Village,Cork,Boherbue,0.72,0.6166666666666667,0.84,0.44,0.64,0.76,0.3,0.6333333333333333,0,0,1,0.6085106382978723,0.61,0.61,0.61,0.62,0.59,0.61,0.6,0.61,0.61,0.61
Village,Waterford,Passage East-Crooke,0.7,0.55,0.7,0.6,0.74,0.76,0.12,0.6888888888888889,0,0,1,0.6085106382978723,0.6,0.6,0.6,0.62,0.61,0.61,0.61,0.61,0.61,0.61
Large Town,Dublin,Rush,0.66,0.75,0.8,0.56,0.62,0.84,0.2,0.5444444444444444,0,0,0,0.6085106382978723,0.61,0.61,0.61,0.63,0.61,0.61,0.61,0.63,0.61,0.61
Village,Wexford,Coolgreany,0.64,0.75,0.78,0.5,0.62,0.78,0.2,0.6333333333333333,0,0,1,0.6085106382978723,0.61,0.61,0.61,0.62,0.61,0.61,0.61,0.61,0.61,0.61
Village,Kerry,Chapeltown,0.68,0.6333333333333333,0.7,0.58,0.66,0.66,0.38,0.6666666666666666,0,0,1,0.6085106382978723,0.61,0.61,0.61,0.62,0.62,0.61,0.61,0.6,0.61,0.61
Village,Roscommon,Loughglinn,0.74,0.55,0.74,0.72,0.48,0.74,0.4,0.6111111111111112,0,0,1,0.6085106382978723,0.61,0.61,0.61,0.62,0.61,0.61,0.61,0.62,0.61,0.61
Small Town,Kildare,Monasterevin,0.56,0.7833333333333333,0.76,0.72,0.74,0.62,0.34,0.5111111111111111,0,1,0,0.6085106382978723,0.61,0.61,0.61,0.63,0.6,0.61,0.61,0.62,0.61,0.61
Village,Monaghan,Scotstown,0.66,0.5833333333333334,0.74,0.74,0.68,0.7,0.26,0.6333333333333333,0,0,1,0.6085106382978723,0.61,0.61,0.61,0.62,0.61,0.61,0.61,0.61,0.61,0.61
Village,Wicklow,Coolboy,0.72,0.7,0.7,0.44,0.64,0.78,0.3,0.6555555555555556,0,0,1,0.6063829787234043,0.61,0.61,0.61,0.62,0.61,0.61,0.61,0.6,0.62,0.62
Small Town,Mayo,Swinford,0.54,0.75,0.74,0.66,0.58,0.74,0.42,0.5222222222222223,0,1,0,0.6063829787234043,0.6,0.61,0.6,0.63,0.61,0.61,0.61,0.62,0.61,0.61
Village,Cavan,Maghera,0.66,0.7,0.64,0.68,0.6,0.68,0.34,0.6333333333333333,0,0,1,0.6063829787234043,0.61,0.61,0.61,0.62,0.58,0.6,0.6,0.59,0.6,0.6
Village,Limerick,Garryspillane,0.66,0.6166666666666667,0.88,0.42,0.58,0.88,0.2,0.7,0,0,1,0.6063829787234043,0.62,0.62,0.62,0.62,0.63,0.63,0.63,0.62,0.61,0.61
Village,Offaly,Pullough,0.64,0.7,0.74,0.54,0.74,0.74,0.34,0.5333333333333333,0,0,1,0.6063829787234043,0.61,0.6,0.61,0.62,0.61,0.61,0.6,0.61,0.6,0.6
Village,Mayo,Tonragee,0.7,0.5666666666666667,0.7,0.66,0.66,0.7,0.2,0.6888888888888889,0,0,1,0.6042553191489362,0.6,0.6,0.6,0.62,0.6,0.61,0.6,0.6,0.6,0.6
Village,Wicklow,Glenealy,0.68,0.6666666666666666,0.8,0.42,0.66,0.74,0.32,0.6111111111111112,0,0,1,0.6042553191489362,0.6,0.6,0.6,0.62,0.6,0.6,0.6,0.6,0.6,0.6
Village,Cork,Aherla,0.66,0.6166666666666667,0.7,0.42,0.7,0.72,0.3,0.6777777777777778,0,0,1,0.6042553191489362,0.6,0.59,0.6,0.62,0.6,0.6,0.6,0.58,0.59,0.59
Small Town,Donegal,Bundoran,0.7,0.7,0.66,0.5,0.64,0.8,0.28,0.5666666666666667,0,1,0,0.6042553191489362,0.6,0.6,0.6,0.63,0.61,0.6,0.59,0.59,0.6,0.6
Village,Kerry,Finuge,0.68,0.6666666666666666,0.72,0.44,0.64,0.7,0.36,0.6444444444444445,0,0,1,0.6042553191489362,0.6,0.6,0.6,0.62,0.6,0.6,0.6,0.59,0.6,0.6
Village,Longford,Derrahaun,0.8,0.48333333333333334,0.84,0.54,0.6,0.6,0.32,0.7222222222222222,0,0,1,0.6042553191489362,0.61,0.61,0.61,0.62,0.6,0.61,0.61,0.62,0.61,0.61
Large Town,Kildare,Kildare,0.56,0.8,0.8,0.56,0.66,0.72,0.34,0.5222222222222223,0,0,0,0.6042553191489362,0.61,0.61,0.61,0.63,0.62,0.63,0.62,0.63,0.61,0.61
Small Town,Tipperary,Borrisokane,0.68,0.6,0.74,0.58,0.78,0.76,0.2,0.6222222222222222,0,1,0,0.6042553191489362,0.61,0.61,0.61,0.63,0.61,0.61,0.61,0.61,0.61,0.61
Large Town,Kildare,Kilcock,0.62,0.7333333333333333,0.74,0.66,0.66,0.64,0.42,0.5333333333333333,0,0,0,0.6042553191489362,0.61,0.61,0.61,0.63,0.61,0.6,0.61,0.6,0.6,0.6
Village,Clare,Tulla,0.66,0.5833333333333334,0.78,0.56,0.66,0.78,0.28,0.6222222222222222,0,0,1,0.6021276595744681,0.61,0.61,0.61,0.62,0.58,0.61,0.61,0.62,0.61,0.61
Village,Tipperary,Ballinahinch,0.74,0.6333333333333333,0.8,0.38,0.66,0.76,0.24,0.6666666666666666,0,0,1,0.6021276595744681,0.61,0.61,0.61,0.62,0.59,0.61,0.61,0.61,0.61,0.61
Small Town,Sligo,Tubbercurry,0.62,0.65,0.82,0.54,0.64,0.76,0.32,0.5888888888888889,0,1,0,0.6021276595744681,0.61,0.61,0.61,0.63,0.6,0.61,0.61,0.62,0.61,0.61
Village,Tipperary,Moyne,0.72,0.6166666666666667,0.72,0.44,0.68,0.8,0.2,0.7222222222222222,0,0,1,0.6021276595744681,0.61,0.61,0.61,0.62,0.58,0.6,0.6,0.59,0.6,0.6
Village,Cavan,Kilnaleck,0.66,0.6833333333333333,0.72,0.42,0.66,0.68,0.4,0.6,0,0,1,0.6,0.6,0.59,0.6,0.62,0.6,0.59,0.59,0.58,0.59,0.59
Village,Clare,Carrigaholt,0.66,0.6166666666666667,0.76,0.44,0.64,0.78,0.3,0.6,0,0,1,0.6,0.59,0.59,0.59,0.62,0.6,0.6,0.6,0.6,0.59,0.59
Small Town,Cork,Cloyne,0.68,0.6166666666666667,0.7,0.48,0.68,0.68,0.34,0.6777777777777778,0,1,0,0.6,0.6,0.6,0.6,0.63,0.6,0.6,0.6,0.59,0.59,0.59
Village,Clare,Connolly,0.66,0.5666666666666667,0.7,0.56,0.62,0.68,0.3,0.6666666666666666,0,0,1,0.6,0.59,0.59,0.59,0.62,0.6,0.59,0.59,0.59,0.59,0.59
Village,Cork,Whiddy Island,0.64,0.6666666666666666,0.62,0.66,0.7,0.8,0.26,0.5666666666666667,0,0,1,0.6,0.6,0.6,0.6,0.62,0.59,0.6,0.59,0.59,0.6,0.6
Village,Kilkenny,Windgap,0.62,0.6166666666666667,0.68,0.72,0.6,0.66,0.26,0.6444444444444445,0,0,1,0.6,0.59,0.59,0.59,0.62,0.61,0.59,0.6,0.58,0.59,0.59
Village,Clare,Feakle,0.62,0.6,0.74,0.48,0.6,0.74,0.28,0.6,0,0,1,0.6,0.58,0.58,0.58,0.62,0.58,0.58,0.58,0.58,0.58,0.58
Small Town,Sligo,Ballisodare,0.48,0.75,0.72,0.54,0.72,0.66,0.36,0.6333333333333333,0,1,0,0.597872340425532,0.6,0.6,0.6,0.63,0.6,0.59,0.6,0.6,0.6,0.6
Village,Tipperary,Killenaule,0.64,0.7,0.86,0.54,0.58,0.76,0.26,0.5777777777777777,0,0,1,0.597872340425532,0.6,0.61,0.6,0.62,0.62,0.62,0.62,0.62,0.61,0.61
Large Town,Galway,Loughrea,0.62,0.5833333333333334,0.78,0.74,0.62,0.72,0.3,0.5666666666666667,0,0,0,0.597872340425532,0.6,0.6,0.6,0.63,0.56,0.6,0.61,0.6,0.6,0.6
Small Town,Cavan,Kingscourt,0.7,0.6833333333333333,0.68,0.54,0.66,0.7,0.3,0.6444444444444445,0,1,0,0.597872340425532,0.61,0.61,0.61,0.63,0.58,0.6,0.6,0.6,0.6,0.6
Village,Galway,Kinvara,0.54,0.7,0.68,0.58,0.54,0.8,0.38,0.5777777777777777,0,0,1,0.597872340425532,0.59,0.59,0.59,0.62,0.61,0.6,0.6,0.6,0.6,0.6
Village,Westmeath,Coole,0.7,0.6166666666666667,0.76,0.44,0.62,0.76,0.28,0.6777777777777778,0,0,1,0.597872340425532,0.6,0.6,0.6,0.62,0.58,0.6,0.6,0.6,0.6,0.6
Village,Limerick,Clarina,0.68,0.5333333333333333,0.82,0.54,0.62,0.76,0.26,0.6444444444444445,0,0,1,0.597872340425532,0.6,0.6,0.6,0.62,0.6,0.6,0.6,0.61,0.6,0.6
Village,Cork,Coolea,0.64,0.6333333333333333,0.74,0.48,0.7,0.7,0.26,0.6777777777777778,0,0,1,0.597872340425532,0.6,0.6,0.6,0.62,0.58,0.6,0.6,0.6,0.6,0.6
Small Town,Sligo,Ballymote,0.52,0.7166666666666667,0.9,0.62,0.64,0.9,0.32,0.4111111111111111,0,1,0,0.597872340425532,0.6,0.61,0.6,0.63,0.61,0.61,0.61,0.63,0.61,0.61
Village,Longford,Abbeylara,0.66,0.6666666666666666,0.78,0.58,0.58,0.74,0.28,0.6,0,0,1,0.597872340425532,0.6,0.6,0.6,0.62,0.61,0.6,0.6,0.61,0.6,0.6
Village,Westmeath,Drumcree,0.76,0.5333333333333333,0.84,0.54,0.62,0.7,0.2,0.6555555555555556,0,0,1,0.597872340425532,0.6,0.6,0.6,0.62,0.6,0.6,0.6,0.62,0.6,0.6
Village,Roscommon,Ballyforan,0.7,0.5833333333333334,0.72,0.58,0.62,0.76,0.32,0.6,0,0,1,0.5957446808510638,0.6,0.6,0.6,0.62,0.6,0.6,0.6,0.6,0.6,0.6
Small Town,Cavan,Mullagh,0.68,0.6166666666666667,0.78,0.54,0.56,0.74,0.28,0.6777777777777778,0,1,0,0.5957446808510638,0.61,0.61,0.61,0.63,0.58,0.61,0.61,0.62,0.61,0.61
Village,Galway,Glinsk,0.68,0.7,0.78,0.72,0.48,0.82,0.22,0.5333333333333333,0,0,1,0.5957446808510638,0.6,0.61,0.6,0.62,0.59,0.61,0.61,0.62,0.6,0.6
Village,Kildare,Kilkea,0.62,0.6166666666666667,0.7,0.48,0.74,0.7,0.24,0.7111111111111111,0,0,1,0.5957446808510638,0.6,0.6,0.6,0.62,0.58,0.59,0.59,0.58,0.6,0.6
Village,Monaghan,Scotshouse,0.58,0.7,0.7,0.58,0.66,0.8,0.34,0.5666666666666667,0,0,1,0.5957446808510638,0.6,0.6,0.6,0.62,0.61,0.6,0.6,0.6,0.61,0.61
Village,Kildare,Carbury,0.68,0.7166666666666667,0.76,0.48,0.66,0.72,0.34,0.5555555555555556,0,0,1,0.5957446808510638,0.6,0.6,0.6,0.62,0.59,0.6,0.6,0.61,0.6,0.6
Village,Roscommon,Gortaganny,0.62,0.65,0.7,0.72,0.48,0.76,0.26,0.6333333333333333,0,0,1,0.5957446808510638,0.6,0.6,0.6,0.62,0.61,0.61,0.61,0.6,0.61,0.61
Village,Cork,Toormore,0.7,0.5833333333333334,0.64,0.38,0.64,0.72,0.28,0.7444444444444445,0,0,1,0.5936170212765958,0.59,0.59,0.59,0.62,0.59,0.59,0.59,0.57,0.59,0.59
Village,Galway,Ahascragh,0.6,0.6666666666666666,0.78,0.52,0.66,0.82,0.22,0.5888888888888889,0,0,1,0.5936170212765958,0.6,0.6,0.6,0.62,0.58,0.6,0.6,0.61,0.6,0.6
Village,Sligo,Rosses Point,0.64,0.6166666666666667,0.82,0.62,0.68,0.58,0.3,0.6,0,0,1,0.5936170212765958,0.6,0.6,0.6,0.62,0.59,0.6,0.6,0.61,0.6,0.6
Village,Donegal,Dunfanaghy,0.72,0.75,0.76,0.42,0.52,0.78,0.2,0.5444444444444444,0,0,1,0.5936170212765958,0.58,0.58,0.58,0.62,0.59,0.59,0.6,0.6,0.59,0.59
Village,Meath,Killyon,0.64,0.5666666666666667,0.76,0.46,0.64,0.66,0.28,0.7222222222222222,0,0,1,0.5936170212765958,0.59,0.59,0.59,0.62,0.58,0.59,0.58,0.59,0.59,0.59
Small Town,Cork,Kanturk,0.7,0.55,0.84,0.46,0.58,0.72,0.3,0.6222222222222222,0,1,0,0.5936170212765958,0.59,0.59,0.59,0.63,0.6,0.59,0.59,0.6,0.59,0.59
Village,Donegal,Clonmany,0.66,0.5666666666666667,0.66,0.36,0.62,0.92,0.14,0.7777777777777778,0,0,1,0.5936170212765958,0.6,0.6,0.6,0.62,0.58,0.59,0.59,0.58,0.6,0.6
Village,Westmeath,Crookedwood,0.78,0.5833333333333334,0.84,0.56,0.62,0.62,0.18,0.6444444444444445,0,0,1,0.5914893617021276,0.6,0.6,0.6,0.62,0.6,0.6,0.59,0.62,0.6,0.6
Village,Wexford,Camolin,0.76,0.65,0.82,0.48,0.64,0.66,0.22,0.5555555555555556,0,0,1,0.5914893617021276,0.59,0.59,0.59,0.62,0.6,0.6,0.6,0.6,0.58,0.58
Small Town,Leitrim,Manorhamilton/Cluainin Ui Ruairc,0.66,0.7333333333333333,0.68,0.5,0.6,0.68,0.38,0.5555555555555556,0,1,0,0.5914893617021276,0.59,0.59,0.59,0.63,0.59,0.59,0.59,0.58,0.59,0.59
Small Town,Sligo,Collooney,0.54,0.6666666666666666,0.72,0.58,0.68,0.76,0.36,0.5555555555555556,0,1,0,0.5914893617021276,0.6,0.6,0.6,0.63,0.61,0.6,0.6,0.6,0.6,0.6
Village,Carlow,Kildavin,0.58,0.6666666666666666,0.8,0.46,0.62,0.68,0.28,0.7,0,0,1,0.5914893617021276,0.6,0.6,0.6,0.62,0.6,0.6,0.6,0.61,0.6,0.6
Village,Westmeath,Ballykeeran,0.64,0.7,0.76,0.62,0.64,0.58,0.16,0.6222222222222222,0,0,1,0.5914893617021276,0.59,0.59,0.59,0.62,0.59,0.59,0.59,0.6,0.6,0.6
Village,Cavan,Arvagh,0.66,0.65,0.74,0.48,0.62,0.8,0.32,0.6,0,0,1,0.5914893617021276,0.6,0.6,0.6,0.62,0.6,0.59,0.59,0.61,0.6,0.6
Village,Tipperary,Ballingarry (South),0.64,0.65,0.68,0.44,0.54,0.8,0.36,0.6,0,0,1,0.5914893617021276,0.58,0.58,0.58,0.62,0.57,0.59,0.59,0.58,0.59,0.59
Village,Donegal,Downings,0.68,0.5666666666666667,0.74,0.46,0.56,0.76,0.32,0.6222222222222222,0,0,1,0.5914893617021276,0.58,0.58,0.58,0.62,0.6,0.59,0.59,0.6,0.58,0.58
Village,Galway,Leenane,0.6,0.65,0.76,0.5,0.56,0.78,0.4,0.5777777777777777,0,0,1,0.5914893617021276,0.59,0.6,0.59,0.62,0.57,0.59,0.59,0.6,0.6,0.6
Village,Tipperary,Capparoe,0.56,0.7333333333333333,0.72,0.66,0.58,0.66,0.32,0.6,0,0,1,0.5914893617021276,0.6,0.6,0.6,0.62,0.59,0.59,0.6,0.6,0.6,0.6
Village,Wexford,Marshalstown,0.66,0.6666666666666666,0.64,0.4,0.68,0.78,0.18,0.6888888888888889,0,0,1,0.5893617021276596,0.59,0.59,0.59,0.62,0.56,0.59,0.59,0.59,0.59,0.59
Village,Louth,Louth,0.56,0.7333333333333333,0.68,0.52,0.6,0.7,0.26,0.6777777777777778,0,0,1,0.5893617021276596,0.59,0.59,0.59,0.62,0.64,0.6,0.59,0.59,0.59,0.59
Village,Tipperary,Rosegreen,0.64,0.65,0.78,0.32,0.66,0.64,0.26,0.6555555555555556,0,0,1,0.5893617021276596,0.58,0.58,0.58,0.62,0.58,0.59,0.59,0.6,0.58,0.58
Small Town,Donegal,Falcarragh,0.66,0.7166666666666667,0.78,0.44,0.54,0.78,0.3,0.6,0,1,0,0.5893617021276596,0.6,0.6,0.6,0.63,0.61,0.6,0.6,0.6,0.6,0.6
Small Town,Limerick,Annacotty,0.62,0.6333333333333333,0.66,0.64,0.64,0.7,0.3,0.5666666666666667,0,1,0,0.5893617021276596,0.58,0.59,0.58,0.63,0.59,0.59,0.59,0.57,0.59,0.59
Village,Limerick,Glenosheen,0.66,0.5,0.74,0.58,0.68,0.6,0.26,0.7222222222222222,0,0,1,0.5872340425531914,0.59,0.59,0.59,0.62,0.58,0.58,0.59,0.6,0.6,0.6
Small Town,Waterford,Portlaw,0.7,0.6,0.8,0.52,0.7,0.7,0.22,0.5666666666666667,0,1,0,0.5872340425531914,0.59,0.59,0.59,0.63,0.59,0.59,0.59,0.59,0.6,0.6
Small Town,Dublin,Woodstown Village,0.58,0.6333333333333333,0.7,0.64,0.62,0.62,0.3,0.6,0,1,0,0.5872340425531914,0.58,0.58,0.58,0.63,0.59,0.58,0.58,0.57,0.58,0.58
Village,Donegal,Gort a' Choirce,0.76,0.6333333333333333,0.7,0.38,0.68,0.76,0.22,0.6333333333333333,0,0,1,0.5872340425531914,0.59,0.59,0.59,0.62,0.58,0.59,0.58,0.58,0.59,0.59
Village,Waterford,Ballyduff Upper,0.76,0.5666666666666667,0.8,0.38,0.68,0.7,0.22,0.6444444444444445,0,0,1,0.5872340425531914,0.59,0.59,0.59,0.62,0.59,0.59,0.59,0.6,0.58,0.58
Village,Tipperary,Templetuohy,0.64,0.6,0.7,0.46,0.68,0.8,0.26,0.6444444444444445,0,0,1,0.5872340425531914,0.59,0.59,0.59,0.62,0.58,0.59,0.58,0.58,0.59,0.59
Village,Leitrim,Newtowngore,0.6,0.7,0.68,0.4,0.62,0.72,0.32,0.6222222222222222,0,0,1,0.5872340425531914,0.58,0.58,0.58,0.62,0.58,0.58,0.58,0.58,0.59,0.59
Village,Donegal,Annagry,0.68,0.6,0.76,0.44,0.66,0.66,0.26,0.5888888888888889,0,0,1,0.5872340425531914,0.57,0.57,0.57,0.62,0.59,0.58,0.58,0.58,0.57,0.57
Village,Meath,Summerhill,0.6,0.55,0.72,0.64,0.62,0.62,0.34,0.6111111111111112,0,0,1,0.5872340425531914,0.58,0.58,0.58,0.62,0.59,0.58,0.58,0.58,0.57,0.57
Village,Kildare,Milltown,0.68,0.6166666666666667,0.76,0.44,0.66,0.78,0.24,0.6222222222222222,0,0,1,0.5851063829787234,0.59,0.59,0.59,0.62,0.58,0.59,0.59,0.6,0.59,0.59
Small Town,Cork,Glanworth,0.62,0.6,0.68,0.58,0.62,0.7,0.26,0.6777777777777778,0,1,0,0.5851063829787234,0.59,0.59,0.59,0.63,0.58,0.59,0.59,0.59,0.61,0.61
Village,Clare,Whitegate,0.56,0.5666666666666667,0.7,0.74,0.58,0.68,0.26,0.6444444444444445,0,0,1,0.5851063829787234,0.59,0.59,0.59,0.62,0.6,0.59,0.59,0.58,0.58,0.58
Village,Kerry,Farranfore,0.64,0.6333333333333333,0.7,0.6,0.62,0.68,0.32,0.6,0,0,1,0.5851063829787234,0.59,0.59,0.59,0.62,0.62,0.59,0.59,0.59,0.59,0.59
Large Town,Dublin,Palmerstown,0.7,0.6333333333333333,0.72,0.52,0.64,0.7,0.26,0.5444444444444444,0,0,0,0.5851063829787234,0.58,0.58,0.58,0.62,0.59,0.58,0.58,0.57,0.57,0.57
Village,Kerry,Annascaul,0.6,0.65,0.82,0.54,0.54,0.7,0.26,0.6222222222222222,0,0,1,0.5851063829787234,0.59,0.59,0.59,0.62,0.6,0.6,0.6,0.61,0.6,0.6
Small Town,Limerick,Caherdavin,0.62,0.6,0.7,0.5,0.68,0.66,0.36,0.6222222222222222,0,1,0,0.5829787234042553,0.59,0.59,0.59,0.63,0.59,0.58,0.58,0.58,0.58,0.58
Village,Sligo,Dromore West,0.62,0.7333333333333333,0.64,0.54,0.62,0.72,0.34,0.5555555555555556,0,0,1,0.5829787234042553,0.59,0.59,0.59,0.62,0.58,0.58,0.58,0.59,0.59,0.59
Small Town,Kildare,Castledermot,0.7,0.6833333333333333,0.72,0.56,0.7,0.62,0.32,0.5333333333333333,0,1,0,0.5829787234042553,0.59,0.59,0.59,0.63,0.58,0.58,0.58,0.59,0.58,0.58
Village,Laois,Attanagh,0.72,0.5166666666666667,0.72,0.56,0.64,0.66,0.28,0.6555555555555556,0,0,1,0.5829787234042553,0.59,0.59,0.59,0.62,0.58,0.58,0.58,0.59,0.59,0.59
Village,Wicklow,Dunlavin,0.66,0.5333333333333333,0.82,0.42,0.64,0.78,0.28,0.5777777777777777,0,0,1,0.5829787234042553,0.58,0.58,0.58,0.62,0.58,0.59,0.58,0.58,0.59,0.59
Village,Kerry,Ballinskelligs,0.64,0.5833333333333334,0.68,0.36,0.66,0.74,0.36,0.6666666666666666,0,0,1,0.5829787234042553,0.59,0.58,0.59,0.62,0.57,0.58,0.58,0.58,0.58,0.58
Small Town,Limerick,Rathkeale,0.68,0.6666666666666666,0.74,0.54,0.54,0.76,0.36,0.5333333333333333,0,1,0,0.5829787234042553,0.59,0.59,0.59,0.63,0.61,0.59,0.59,0.6,0.59,0.59
Village,Wexford,Courtnacuddy,0.62,0.7333333333333333,0.74,0.44,0.56,0.74,0.2,0.6555555555555556,0,0,1,0.5829787234042553,0.59,0.59,0.59,0.62,0.61,0.59,0.59,0.6,0.59,0.59
Village,Kerry,Knockanure,0.66,0.6166666666666667,0.72,0.44,0.64,0.7,0.28,0.6888888888888889,0,0,1,0.5829787234042553,0.59,0.59,0.59,0.62,0.58,0.59,0.59,0.58,0.58,0.58
Village,Cork,Mogeely,0.7,0.6166666666666667,0.7,0.46,0.7,0.7,0.26,0.6333333333333333,0,0,1,0.5808510638297872,0.59,0.59,0.59,0.62,0.58,0.59,0.58,0.58,0.58,0.58
Village,Cork,Ballylickey,0.68,0.5333333333333333,0.84,0.44,0.64,0.66,0.18,0.6777777777777778,0,0,1,0.5808510638297872,0.58,0.58,0.58,0.62,0.58,0.59,0.59,0.6,0.59,0.59
Village,Tipperary,Ballinderry,0.76,0.6666666666666666,0.74,0.5,0.6,0.66,0.2,0.6111111111111112,0,0,1,0.5808510638297872,0.59,0.59,0.59,0.62,0.58,0.58,0.59,0.6,0.58,0.58
Village,Tipperary,Ballycommon,0.64,0.5833333333333334,0.7,0.58,0.56,0.68,0.24,0.7,0,0,1,0.5808510638297872,0.59,0.59,0.59,0.62,0.58,0.58,0.58,0.59,0.58,0.58
Village,Roscommon,Strokestown,0.66,0.6,0.68,0.54,0.66,0.74,0.34,0.5555555555555556,0,0,1,0.5808510638297872,0.58,0.58,0.58,0.62,0.59,0.58,0.58,0.58,0.58,0.58
Village,Tipperary,New Inn,0.66,0.6333333333333333,0.72,0.38,0.54,0.74,0.26,0.6444444444444445,0,0,1,0.5808510638297872,0.57,0.57,0.57,0.62,0.58,0.57,0.58,0.57,0.57,0.57
Village,Roscommon,Cootehall,0.6,0.7,0.74,0.56,0.58,0.66,0.3,0.5666666666666667,0,0,1,0.5808510638297872,0.58,0.58,0.58,0.62,0.58,0.59,0.59,0.6,0.58,0.58
Village,Westmeath,Finea/Fiodh An Átha,0.64,0.6166666666666667,0.76,0.48,0.64,0.76,0.16,0.6333333333333333,0,0,1,0.5808510638297872,0.58,0.58,0.58,0.62,0.58,0.58,0.58,0.6,0.58,0.58
Village,Leitrim,Carrigallen,0.58,0.6166666666666667,0.76,0.52,0.62,0.72,0.32,0.5888888888888889,0,0,1,0.5808510638297872,0.58,0.58,0.58,0.62,0.57,0.58,0.58,0.59,0.58,0.58
Village,Kerry,Ardfert,0.66,0.6,0.68,0.52,0.66,0.76,0.2,0.6666666666666666,0,0,1,0.5808510638297872,0.59,0.59,0.59,0.62,0.58,0.58,0.58,0.59,0.59,0.59
Village,Kerry,Kilgarvan,0.66,0.6666666666666666,0.74,0.44,0.66,0.64,0.28,0.6333333333333333,0,0,1,0.5787234042553191,0.59,0.59,0.59,0.62,0.58,0.58,0.58,0.59,0.59,0.59
Small Town,Tipperary,Newport,0.6,0.65,0.78,0.52,0.7,0.76,0.34,0.4888888888888889,0,1,0,0.5787234042553191,0.59,0.59,0.59,0.63,0.59,0.59,0.59,0.6,0.59,0.59
Village,Clare,Barefield,0.72,0.55,0.74,0.44,0.68,0.72,0.26,0.6111111111111112,0,0,1,0.5787234042553191,0.58,0.58,0.58,0.62,0.53,0.58,0.58,0.58,0.58,0.58
Village,Cork,Ballinhassig,0.6,0.6166666666666667,0.74,0.5,0.6,0.76,0.24,0.6111111111111112,0,0,1,0.5787234042553191,0.58,0.58,0.58,0.62,0.58,0.58,0.58,0.59,0.57,0.57
Village,Meath,Rath Cairn,0.66,0.55,0.82,0.54,0.62,0.72,0.24,0.6222222222222222,0,0,1,0.5787234042553191,0.59,0.59,0.59,0.62,0.6,0.6,0.59,0.61,0.59,0.59
Village,Kildare,Nurney,0.52,0.7,0.76,0.54,0.52,0.72,0.3,0.6333333333333333,0,0,1,0.5787234042553191,0.59,0.59,0.59,0.62,0.58,0.59,0.58,0.6,0.59,0.59
Village,Cork,Castletownshend,0.7,0.48333333333333334,0.68,0.42,0.68,0.88,0.12,0.6777777777777778,0,0,1,0.5787234042553191,0.58,0.58,0.58,0.62,0.58,0.58,0.58,0.57,0.58,0.58
Village,Galway,Newbridge,0.62,0.65,0.72,0.42,0.5,0.64,0.34,0.6111111111111112,0,0,1,0.5765957446808511,0.56,0.56,0.56,0.62,0.58,0.57,0.57,0.56,0.56,0.56
Village,Cork,Clondrohid,0.68,0.7,0.76,0.32,0.66,0.74,0.24,0.6444444444444445,0,0,1,0.5765957446808511,0.59,0.59,0.59,0.62,0.61,0.58,0.59,0.6,0.58,0.58
Village,Cork,Ballineen and Enniskean,0.62,0.6333333333333333,0.66,0.44,0.62,0.68,0.2,0.5777777777777777,0,0,1,0.5765957446808511,0.55,0.55,0.55,0.62,0.56,0.57,0.57,0.55,0.56,0.56
Village,Dublin,Brittas,0.62,0.5666666666666667,0.72,0.48,0.58,0.68,0.28,0.5777777777777777,0,0,1,0.5765957446808511,0.56,0.56,0.56,0.62,0.56,0.56,0.56,0.55,0.55,0.55
Village,Cork,Waterfall,0.68,0.55,0.66,0.5,0.66,0.66,0.32,0.5555555555555556,0,0,1,0.5765957446808511,0.56,0.56,0.56,0.62,0.56,0.57,0.57,0.55,0.56,0.56
Village,Donegal,Rathmullan,0.6,0.6333333333333333,0.74,0.4,0.6,0.74,0.26,0.5666666666666667,0,0,1,0.5765957446808511,0.56,0.57,0.56,0.62,0.57,0.57,0.58,0.57,0.56,0.56
Village,Kerry,Duagh,0.68,0.6166666666666667,0.66,0.48,0.58,0.72,0.32,0.6333333333333333,0,0,1,0.574468085106383,0.58,0.58,0.58,0.62,0.57,0.58,0.58,0.58,0.58,0.58
Village,Kerry,Lauragh,0.64,0.7,0.66,0.52,0.58,0.66,0.24,0.6777777777777778,0,0,1,0.574468085106383,0.59,0.59,0.59,0.62,0.64,0.59,0.59,0.59,0.59,0.59
Village,Clare,Bodyke,0.66,0.48333333333333334,0.82,0.26,0.64,0.74,0.32,0.6444444444444445,0,0,1,0.574468085106383,0.57,0.57,0.57,0.62,0.58,0.58,0.58,0.59,0.58,0.58
Village,Mayo,Ballyheane,0.6,0.5333333333333333,0.7,0.54,0.62,0.68,0.24,0.6888888888888889,0,0,1,0.574468085106383,0.58,0.58,0.58,0.62,0.56,0.58,0.58,0.58,0.58,0.58
